iter,pi,tol
79,3.1542503744801235754 0
80,3.1290931417757210653 0
81,3.1539378622726155221 0
82,3.1293979849720021669 0
83,3.1536404092144265654 0
84,3.1296883134060431431 0
85,3.1533569524592977018 0
86,3.1299651395938008491 0
87,3.1530865268770380538 0
88,3.1302293840198953667 0
89,3.1528282540763923336 0
90,3.1304818853613083363 0
91,3.1525813328751204345 0
92,3.1307234093778526507 0
93,3.1523450309994744956 0
94,3.1309546566679236079 0
95,3.1521186778319449928 0
96,3.131176269454981842 0
97,3.1519016580560181851 0
98,3.1313888375431977451 0
99,3.1516934060711165877 0
100,3.1315929035585536866 0
101,3.151493401070991407 0
102,3.1317889675734544852 0
103,3.151301162695405722 0
104,3.1319774911978210952 0
105,3.1511162471786824391 0
106,3.1321589012071182623 0
107,3.1509382439301227841 0
108,3.1323335927673321422 0
109,3.1507667724908343665 0
110,3.1325019323081857436 0
111,3.1506014798194978965 0
112,3.1326642600885561407 0
113,3.150442037866334033 0
114,3.1328208924918845568 0
115,3.1502881414001815408 0
116,3.132972124084164367 0
117,3.1501395060584131969 0
118,3.1331182294626684914 0
119,3.1499958665934699731 0
120,3.1332594649198299841 0
121,3.1498569752932739085 0
122,3.1333960699434797448 0
123,3.1497226005557248385 0
124,3.1335282685719190177 0
125,3.1495925256000316672 0
126,3.1336562706199520001 0
127,3.149466547299793806 0
128,3.1337802727899899402 0
129,3.1493444751246202351 0
130,3.133900459680604822 0
131,3.1492261301786892425 0
132,3.1340170047034039413 0
133,3.1491113443260454474 0
134,3.1341300709178057105 0
135,3.1489999593936421896 0
136,3.1342398117921663747 0
137,3.1488918264441809747 0
138,3.1343463718987263356 0
139,3.1487868051117229307 0
140,3.134449887548998781 0
141,3.1486847629938385928 0
142,3.1345504873754639341 0
143,3.1485855750947622234 0
144,3.1346482928647971811 0
145,3.1484891233146243827 0
146,3.1347434188472704797 0
147,3.1483952959803764848 0
148,3.1348359739464783935 0
149,3.1483039874144918002 0
150,3.1349260609930871269 0
151,3.1482150975379377122 0
152,3.1350137774059243512 0
153,3.1481285315042848438 0
154,3.1350992155433727859 0
155,3.1480441993621428587 0
156,3.1351824630277378425 0
157,3.1479620157433929606 0
158,3.1352636030449803073 0
159,3.1478818995749486831 0
160,3.1353427146219705612 0
161,3.1478037738120017153 0
162,3.1354198728832090026 0
163,3.1477275651909013554 0
164,3.1354951492887606079 0
165,3.1476532040000066992 0
166,3.1355686118549916941 0
167,3.1475806238670038795 0
168,3.1356403253595410696 0
169,3.1475097615613214508 0
170,3.1357103515318227593 0
171,3.1474405568104151243 0
172,3.1357787492302402477 0
173,3.1473729521287907573 0
174,3.1358455746071767223 0
175,3.1473068926587526306 0
176,3.1359108812627414231 0
177,3.147242326021948422 0
178,3.1359747203881456201 0
179,3.1471792021808626671 0
180,3.136037140899525788 0
181,3.1471174733094979814 0
182,3.1360981895629413962 0
183,3.1470570936725303923 0
184,3.1361579111112223295 0
185,3.1469980195123063993 0
186,3.1362163483532765618 0
187,3.1469402089430889013 0
188,3.1362735422764220772 0
189,3.1468836218520190862 0
190,3.1363295321422564044 0
191,3.1468282198062982324 0
192,3.1363843555765331672 0
193,3.1467739659661435603 0
194,3.1364380486534821912 0
195,3.1467208250030966887 0
196,3.1364906459749635204 0
197,3.1466687630233094453 0
198,3.1365421807448283786 0
199,3.1466177474954579729 0
200,3.1365926848388161474 0
201,3.1465677471829556211 0
202,3.1366421888703004406 0
203,3.14651873208017685 0
204,3.1366907222521671628 0
205,3.1464706733524114846 0
206,3.1367383132550878955 0
207,3.1464235432793010716 0
208,3.1367849890624337483 0
209,3.1463773152015224177 0
210,3.1368307758220472792 0
211,3.1463319634705033678 0
212,3.1368756986950896426 0
213,3.1462874634009718733 0
214,3.1369197819021428231 0
215,3.1462437912261522754 0
216,3.1369630487667556906 0
217,3.1462009240554391631 0
218,3.137005521756588422 0
219,3.1461588398343915962 0
220,3.1370472225223187124 0
221,3.1461175173068993693 0
222,3.1370881719344390071 0
223,3.1460769359793827604 0
224,3.1371283901180850862 0
225,3.146037076086904527 0
226,3.1371678964860176819 0
227,3.1459979185610729147 0
228,3.1372067097698641547 0
229,3.1459594449996233223 0
230,3.1372448480497321377 0
231,3.1459216376375844781 0
232,3.1372823287822928506 0
233,3.1458844793199274292 0
234,3.1373191688274220112 0
235,3.1458479534756098595 0
236,3.1373553844734867191 0
237,3.145812044092937132 0
238,3.1373909914613582472 0
239,3.145776735696159232 0
240,3.1374260050072240169 0
241,3.1457420133232325554 0
242,3.1374604398242675884 0
243,3.1457078625046799303 0
244,3.1374943101432837267 0
245,3.1456742692434880304 0
246,3.1375276297322862717 0
247,3.1456412199959777887 0
248,3.1375604119151696558 0
249,3.145608701653600292 0
250,3.1375926695894720275 0
251,3.145576701525599983 0
252,3.1376244152432937184 0
253,3.1455452073225016463 0
254,3.1376556609714167934 0
255,3.14551420714037544 0
256,3.1376864184906692046 0
257,3.1454836894458351182 0
258,3.1377166991545730745 0
259,3.1454536430617299203 0
260,3.1377465139673175187 0
261,3.1454240571534981541 0
262,3.1377758735970928683 0
263,3.1453949212161402826 0
264,3.1378047883888156022 0
265,3.1453662250617835383 0
266,3.1378332683762844013 0
267,3.1453379588078043128 0
268,3.1378613232937855315 0
269,3.1453101128654803453 0
270,3.1378889625871870805 0
271,3.1452826779291465087 0
272,3.1379161954245424759 0
273,3.1452556449658271021 0
274,3.1379430307062294858 0
275,3.1452290052053188951 0
276,3.1379694770746473509 0
277,3.1452027501307053825 0
278,3.1379955429234982489 0
279,3.1451768714692791562 0
280,3.1380212364066673025 0
281,3.1451513611838510798 0
282,3.138046565446728664 0
283,3.1451262114644276124 0
284,3.1380715377430874469 0
285,3.145101414720240296 0
286,3.1380961607797850377 0
287,3.145076963572106088 0
288,3.1381204418329757821 0
289,3.1450528508451074394 0
290,3.1381443879780954731 0
291,3.1450290695615721326 0
292,3.1381680060967349633 0
293,3.1450056129343417766 0
294,3.1381913028832344459 0
295,3.1449824743603143062 0
296,3.1382142848510081734 0
297,3.1449596474142458291 0
298,3.1382369583386156009 0
299,3.1449371258428033826 0
300,3.1382593295155913893 0
301,3.1449149035588526147 0
302,3.1382814043880400412 0
303,3.1448929746359737258 0
304,3.1383031888040133772 0
305,3.1448713333031923511 0
306,3.1383246884586752934 0
307,3.1448499739399151665 0
308,3.1383459088992649022 0
309,3.1448288910710640032 0
310,3.1383668555298687153 0
311,3.1448080793623969242 0
312,3.138387533616008529 0
313,3.1447875336160087123 0
314,3.138407948289054783 0
315,3.1447672487660023322 0
316,3.138428104550471609 0
317,3.1447472198743264826 0
318,3.1384480072759011193 0
319,3.1447274421267645828 0
320,3.1384676612190962608 0
321,3.1447079108290805216 0
322,3.1384870710157057871 0
323,3.1446886214033025198 0
324,3.1385062411869193433 0
325,3.1446695693841459907 0
326,3.1385251761429784345 0
327,3.1446507504155665202 0
328,3.1385438801865590541 0
329,3.1446321602474416324 0
330,3.13856235751603041 0
331,3.1446137947323693496 0
332,3.1385806122285986319 0
333,3.1445956498225835496 0
334,3.13859864832333324 0
335,3.1445777215669803439 0
336,3.1386164697040892513 0
337,3.1445600061082497056 0
338,3.1386340801823235935 0
339,3.1445424996801079054 0
340,3.1386514834798133755 0
341,3.1445251986046298676 0
342,3.1386686832312769013 0
343,3.1445080992896712324 0
344,3.1386856829869054231 0
345,3.1444911982263827888 0
346,3.1387024862148051874 0
347,3.14447449198681106 0
348,3.1387190963033577695 0
349,3.144457977221578826 0
350,3.1387355165634960308 0
351,3.144441650657647358 0
352,3.1387517502309050244 0
353,3.1444255090961532595 0
354,3.1387678004681474064 0
355,3.144409549410319471 0
356,3.1387836703667191252 0
357,3.1443937685434373286 0
358,3.1387993629490318348 0
359,3.1443781635069116831 0
360,3.1388148811703331376 0
361,3.1443627313783775179 0
362,3.1388302279205628764 0
363,3.1443474692998734099 0
364,3.1388454060261459233 0
365,3.1443323744760771632 0
366,3.1388604182517267915 0
367,3.1443174441726000623 0
368,3.1388752673018518458 0
369,3.1443026757143348604 0
370,3.1388899558225893394 0
371,3.1442880664838579463 0
372,3.1389044864031041548 0
373,3.1442736139198825818 0
374,3.1389188615771783653 0
375,3.144259315515763209 0
376,3.1389330838246847222 0
377,3.1442451688180446112 0
378,3.1389471555730112939 0
379,3.1442311714250590349 0
380,3.1389610791984452476 0
381,3.1442173209855672766 0
382,3.1389748570275068928 0
383,3.1442036151974415148 0
384,3.1389884913382499754 0
385,3.1441900518063903291 0
386,3.1390019843615135642 0
387,3.1441766286047219126 0
388,3.1390153382821410766 0
389,3.1441633434301463623 0
390,3.139028555240159335 0
391,3.1441501941646152751 0
392,3.1390416373319203203 0
393,3.1441371787331942045 0
394,3.1390545866112118389 0
395,3.144124295102973754 0
396,3.1390674050903313308 0
397,3.1441115412820086483 0
398,3.1390800947411281463 0
399,3.144098915318292331 0
400,3.1390926574960142936 0
401,3.1440864152987608726 0
402,3.1391050952489476522 0
403,3.1440740393483266324 0
404,3.1391174098563809913 0
405,3.1440617856289398979 0
406,3.1391296031381878961 0
407,3.1440496523386798344 0
408,3.1391416768785571634 0
409,3.1440376377108703032 0
410,3.1391536328268654366 0
411,3.1440257400132236576 0
412,3.1391654726985214197 0
413,3.1440139575470062994 0
414,3.1391771981757852217 0
415,3.1440022886462313245 0
416,3.1391888109085659408 0
417,3.1439907316768733736 0
418,3.1392003125151966003 0
419,3.1439792850361047982 0
420,3.1392117045831846589 0
421,3.1439679471515558085 0
422,3.1392229886699425379 0
423,3.143956716480593272 0
424,3.1392341663034977195 0
425,3.1439455915096226057 0
426,3.1392452389831833059 0
427,3.1439345707534060992 0
428,3.1392562081803068175 0
429,3.1439236527544025535 0
430,3.1392670753388030036 0
431,3.1439128360821246844 0
432,3.1392778418758675585 0
433,3.1439021193325151771 0
434,3.1392885091825726285 0
435,3.1438915011273365074 0
436,3.1392990786244663326 0
437,3.1438809801135843003 0
438,3.1393095515421558517 0
439,3.143870554962908237 0
440,3.1393199292518727539 0
441,3.1438602243710556117 0
442,3.1393302130460272181 0
443,3.1438499870573264339 0
444,3.1393404041937413851 0
445,3.1438398417640449622 0
446,3.1393505039413738267 0
447,3.143829787256043673 0
448,3.1393605135130266959 0
449,3.143819822320161439 0
450,3.139370434111039998 0
451,3.1438099457647581403 0
452,3.1393802669164747599 0
453,3.1438001564192372683 0
454,3.1393900130895788791 0
455,3.1437904531335831848 0
456,3.1393996737702463129 0
457,3.1437808347779134799 0
458,3.1394092500784598343 0
459,3.1437713002420366593 0
460,3.1394187431147244638 0
461,3.1437618484350284831 0
462,3.1394281539604889097 0
463,3.1437524782848131899 0
464,3.139437483678556351 0
465,3.1437431887377598194 0
466,3.1394467333134850051 0
467,3.1437339787582865291 0
468,3.1394559038919762628 0
469,3.143724847328475569 0
470,3.1394649964232570483 0
471,3.1437157934476989141 0
472,3.1394740118994488576 0
473,3.1437068161322532234 0
474,3.139482951295927915 0
475,3.1436979144150005716 0
476,3.1394918155716777797 0
477,3.1436890873450251682 0
478,3.1395006056696326269 0
479,3.1436803339872918528 0
480,3.1395093225170103146 0
481,3.1436716534223174691 0
482,3.1395179670256405657 0
483,3.143663044745848012 0
484,3.1395265400922802712 0
485,3.1436545070685446568 0
486,3.1395350425989256848 0
487,3.1436460395156777814 0
488,3.1395434754131135158 0
489,3.1436376412268289826 0
490,3.1395518393882180241 0
491,3.1436293113555984213 0
492,3.1395601353637365705 0
493,3.1436210490693201614 0
494,3.1395683641655716123 0
495,3.1436128535487868341 0
496,3.1395765266063047072 0
497,3.1436047239879765236 0
498,3.1395846234854638546 0
499,3.1435966595937889778 0
500,3.1395926555897850641 0
501,3.1435886595857889247 0
502,3.1396006236934659306 0
503,3.1435807231959533858 0
504,3.1396085285584161007 0
505,3.1435728496684260946 0
506,3.1396163709344993009 0
507,3.1435650382592772445 0
508,3.1396241515597700378 0
509,3.1435572882362694536 0
510,3.1396318711607049678 0
511,3.1435495988786286148 0
512,3.1396395304524311598 0
513,3.1435419694768214072 0
514,3.1396471301389441422 0
515,3.1435343993323359157 0
516,3.139654670913325063 0
517,3.1435268877574684687 0
518,3.1396621534579516322 0
519,3.1435194340751166919 0
520,3.1396695784447028466 0
521,3.1435120376185743396 0
522,3.1396769465351610506 0
523,3.1435046977313332306 0
524,3.1396842583808077798 0
525,3.1434974137668896255 0
526,3.1396915146232169391 0
527,3.1434901850885541563 0
528,3.139698715894241321 0
529,3.1434830110692648653 0
530,3.1397058628161960137 0
531,3.1434758910914082364 0
532,3.1397129560020387018 0
533,3.1434688245466397838 0
534,3.1397199960555433051 0
535,3.143461810835711745 0
536,3.1397269835714727293 0
537,3.1434548493683038828 0
538,3.1397339191357458432 0
539,3.1434479395628582843 0
540,3.1397408033256013482 0
541,3.1434410808464154918 0
542,3.139747636709758094 0
543,3.1434342726544586277 0
544,3.1397544198485709543 0
545,3.1434275144307566308 0
546,3.1397611532941844814 0
547,3.1434208056272128218 0
548,3.1397678375906830084 0
549,3.1434141457037183542 0
550,3.1397744732742371987 0
551,3.143407534128006553 0
552,3.1397810608732465987 0
553,3.1434009703755090293 0
554,3.139787600908480858 0
555,3.1433944539292202336 0
556,3.1397940938932165089 0
557,3.1433879842795597881 0
558,3.1398005403333715257 0
559,3.1433815609242397038 0
560,3.1398069407276354426 0
561,3.1433751833681351506 0
562,3.1398132955676008038 0
563,3.1433688511231565599 0
564,3.1398196053378857329 0
565,3.143362563708124835 0
566,3.1398258705162591653 0
567,3.1433563206486510033 0
568,3.1398320915737611969 0
569,3.1433501214770154242 0
570,3.1398382689748203234 0
571,3.143343965732050993 0
572,3.1398444031773702356 0
573,3.1433378529590294548 0
574,3.1398504946329612864 0
575,3.1433317827095494934 0
576,3.1398565437868737327 0
577,3.1433257545414270417 0
578,3.1398625510782234294 0
579,3.1433197680185864797 0
580,3.1398685169400706307 0
581,3.1433138227109576057 0
582,3.1398744417995216871 0
583,3.1433079181943712754 0
584,3.1398803260778329616 0
585,3.1433020540504590379 0
586,3.1398861701905103061 0
587,3.1432962298665545475 0
588,3.1398919745474054288 0
589,3.1432904452355958647 0
590,3.1398977395528140377 0
591,3.1432846997560317526 0
592,3.139903465605566879 0
593,3.1432789930317270866 0
594,3.1399091530991238841 0
595,3.1432733246718740361 0
596,3.1399148024216643194 0
597,3.1432676942909014706 0
598,3.139920413956173384 0
599,3.1432621015083874738 0
600,3.1399259880805310274 0
601,3.1432565459489740789 0
602,3.1399315251675941063 0
603,3.1432510272422828912 0
604,3.1399370255852820932 0
605,3.1432455450228338201 0
606,3.1399424896966570131 0
607,3.1432400989299629224 0
608,3.1399479178600042673 0
609,3.1432346886077446868 0
610,3.1399533104289094609 0
611,3.143229313704912542 0
612,3.1399586677523370071 0
613,3.1432239738747860258 0
614,3.1399639901747047332 0
615,3.1432186687751930698 0
616,3.1399692780359567124 0
617,3.1432133980683980568 0
618,3.1399745316716369814 0
619,3.1432081614210307663 0
620,3.1399797514129597076 0
621,3.1432029585040153208 0
622,3.1399849375868793544 0
623,3.1431977889925017955 0
624,3.1399900905161586273 0
625,3.1431926525657982729 0
626,3.1399952105194355312 0
627,3.1431875489073046737 0
628,3.1400002979112886514 0
629,3.1431824777044470309 0
630,3.1400053530023024351 0
631,3.1431774386486148742 0
632,3.1400103760991293633 0
633,3.1431724314350977245 0
634,3.1400153675045530122 0
635,3.1431674557630242539 0
636,3.1400203275175484485 0
637,3.1431625113353018897 0
638,3.1400252564333412941 0
639,3.143157597858556862 0
640,3.1400301545434667894 0
641,3.1431527150430764728 0
642,3.140035022135827969 0
643,3.143147862602754028 0
644,3.1400398594947507291 0
645,3.1431430402550302183 0
646,3.1400446669010411149 0
647,3.1431382477208398285 0
648,3.1400494446320368347 0
649,3.1431334847245580022 0
650,3.1400541929616636594 0
651,3.1431287509939465075 0
652,3.1400589121604851606 0
653,3.1431240462601022223 0
654,3.1400636024957564452 0
655,3.1431193702574065085 0
656,3.1400682642314721171 0
657,3.1431147227234750297 0
658,3.1400728976284177918 0
659,3.1431101033991089011 0
660,3.1400775029442189457 0
661,3.1431055120282462845 0
662,3.1400820804333862135 0
663,3.1431009483579144259 0
664,3.1400866303473642382 0
665,3.143096412138184359 0
666,3.1400911529345778561 0
667,3.1430919031221247195 0
668,3.1400956484404769498 0
669,3.1430874210657573364 0
670,3.1401001171075795249 0
671,3.1430829657280119349 0
672,3.1401045591755174513 0
673,3.1430785368706848359 0
674,3.1401089748810782076 0
675,3.1430741342583945475 0
676,3.1401133644582466253 0
677,3.1430697576585422404 0
678,3.1401177281382470774 0
679,3.1430654068412682278 0
680,3.1401220661495830022 0
681,3.1430610815794142177 0
682,3.1401263787180790921 0
683,3.1430567816484820121 0
684,3.1401306660669163762 0
685,3.1430525068265948718 0
686,3.1401349284166752973 0
687,3.143048256894461101 0
688,3.1401391659853703509 0
689,3.1430440316353340791 0
690,3.1401433789884887204 0
691,3.1430398308349767333 0
692,3.1401475676390258052 0
693,3.1430356542816251242 0
694,3.1401517321475225231 0
695,3.1430315017659529175 0
696,3.140155872722099506 0
697,3.1430273730810371902 0
698,3.1401599895684921826 0
699,3.1430232680223220143 0
700,3.1401640828900845293 0
701,3.1430191863875864833 0
702,3.1401681528879428207 0
703,3.1430151279769109607 0
704,3.1401721997608484926 0
705,3.1430110925926442178 0
706,3.1401762237053301163 0
707,3.1430070800393710151 0
708,3.140180224915696261 0
709,3.1430030901238827923 0
710,3.140184203584066136 0
711,3.1429991226551430294 0
712,3.140188159900399345 0
713,3.1429951774442588253 0
714,3.1401920940525278603 0
715,3.1429912543044524753 0
716,3.1401960062261853324 0
717,3.1429873530510281654 0
718,3.1401998966050350681 0
719,3.1429834735013466585 0
720,3.1402037653707002285 0
721,3.1429796154747946524 0
722,3.1402076127027918062 0
723,3.1429757787927572465 0
724,3.1402114387789357153 0
725,3.1429719632785908523 0
726,3.1402152437748003244 0
727,3.1429681687575943272 0
728,3.1402190278641235466 0
729,3.1429643950569854383 0
730,3.1402227912187399284 0
731,3.1429606420058719962 0
732,3.1402265340086059631 0
733,3.1429569094352269865 0
734,3.1402302564018254039 0
735,3.1429531971778637001 0
736,3.1402339585646754649 0
737,3.1429495050684095325 0
738,3.1402376406616299143 0
739,3.142945832943282003 0
740,3.1402413028553848307 0
741,3.1429421806406652173 0
742,3.1402449453068821406 0
743,3.1429385480004849995 0
744,3.1402485681753335989 0
745,3.1429349348643866868 0
746,3.1402521716182429934 0
747,3.1429313410757111491 0
748,3.1402557557914301256 0
749,3.1429277664794730285 0
750,3.1402593208490525711 0
751,3.1429242109223372026 0
752,3.1402628669436278841 0
753,3.1429206742525979124 0
754,3.1402663942260549135 0
755,3.1429171563201570017 0
756,3.1402699028456368957 0
757,3.142913656976502601 0
758,3.1402733929501001064 0
759,3.1429101760746882555 0
760,3.1402768646856165091 0
761,3.1429067134693116081 0
762,3.1402803181968232948 0
763,3.1429032690164953046 0
764,3.1402837536268424223 0
765,3.1428998425738665645 0
766,3.1402871711173023783 0
767,3.1428964340005380862 0
768,3.140290570808355497 0
769,3.1428930431570867299 0
770,3.1402939528386983881 0
771,3.1428896699055379749 0
772,3.1402973173455897005 0
773,3.142886314109343715 0
774,3.1403006644648705503 0
775,3.1428829756333662715 0
776,3.1403039943309805082 0
777,3.1428796543438588529 0
778,3.1403073070769780273 0
779,3.1428763501084486798 0
780,3.1403106028345550982 0
781,3.142873062796118333 0
782,3.1403138817340581213 0
783,3.1428697922771893225 0
784,3.1403171439045025615 0
785,3.1428665384233043234 0
786,3.140320389473590712 0
787,3.1428633011074116332 0
788,3.1403236185677290138 0
789,3.1428600802037469641 0
790,3.1403268313120431543 0
791,3.1428568755878178997 0
792,3.1403300278303953874 0
793,3.1428536871363892402 0
794,3.1403332082454000762 0
795,3.1428505147274643505 0
796,3.1403363726784387921 0
797,3.1428473582402718378 0
798,3.1403395212496763023 0
799,3.14284421755524912 0
800,3.1403426540780756682 0
801,3.142841092554028215 0
802,3.1403457712814142333 0
803,3.1428379831194206417 0
804,3.1403488729762969456 0
805,3.1428348891354018768 0
806,3.1403519592781701242 0
807,3.142831810487097588 0
808,3.1403550303013392231 0
809,3.1428287470607703114 0
810,3.1403580861589790452 0
811,3.1428256987438030201 0
812,3.1403611269631497294 0
813,3.1428226654246880223 0
814,3.1403641528248109616 0
815,3.1428196469930123058 0
816,3.140367163853833965 0
817,3.1428166433394433277 0
818,3.140370160159015267 0
819,3.1428136543557165794 0
820,3.1403731418480900217 0
821,3.1428106799346227085 0
822,3.1403761090277448886 0
823,3.1428077199699941957 0
824,3.1403790618036309112 0
825,3.1428047743566933647 0
826,3.1403820002803759515 0
827,3.1428018429905999476 0
828,3.1403849245615971242 0
829,3.142798925768597762 0
830,3.1403878347499118995 0
831,3.1427960225885631651 0
832,3.1403907309469514253 0
833,3.1427931333493539512 0
834,3.1403936132533729619 0
835,3.1427902579507964731 0
836,3.140396481768869652 0
837,3.1427873962936754282 0
838,3.140399336592182955 0
839,3.1427845482797200916 0
840,3.1404021778211137494 0
841,3.1427817138115954343 0
842,3.1404050055525343232 0
843,3.1427788927928905771 0
844,3.1404078198823985879 0
845,3.1427760851281059118 0
846,3.1404106209057522925 0
847,3.1427732907226455517 0
848,3.1404134087167459022 0
849,3.1427705094828035648 0
850,3.1404161834086421479 0
851,3.1427677413157555364 0
852,3.1404189450738293488 0
853,3.1427649861295479106 0
854,3.1404216938038302942 0
855,3.1427622438330873322 0
856,3.1404244296893115695 0
857,3.142759514336129989 0
858,3.1404271528200951025 0
859,3.1427567975492740615 0
860,3.1404298632851670448 0
861,3.1427540933839468451 0
862,3.1404325611726875422 0
863,3.1427514017523976442 0
864,3.1404352465700005048 0
865,3.1427487225676871141 0
866,3.1404379195636433764 0
867,3.1427460557436779354 0
868,3.1404405802393551284 0
869,3.1427434011950259318 0
870,3.1404432286820873621 0
871,3.1427407588371707448 0
872,3.1404458649760118583 0
873,3.1427381285863269511 0
874,3.1404484892045294586 0
875,3.1427355103594751817 0
876,3.1404511014502802801 0
877,3.1427329040743532396 0
878,3.1404537017951508204 0
879,3.1427303096494481061 0
880,3.1404562903202837276 0
881,3.1427277270039861712 0
882,3.1404588671060849059 0
883,3.142725156057926128 0
884,3.1404614322322328412 0
885,3.142722596731950091 0
886,3.1404639857776870393 0
887,3.1427200489474556022 0
888,3.1404665278206951307 0
889,3.1427175126265476379 0
890,3.1404690584388017527 0
891,3.1427149876920301708 0
892,3.140471577708855655 0
893,3.1427124740673990644 0
894,3.1404740857070185811 0
895,3.1427099716768340798 0
896,3.1404765825087714859 0
897,3.1427074804451908818 0
898,3.1404790681889234172 0
899,3.1427050002979939336 0
900,3.1404815428216181772 0
901,3.1427025311614293912 0
902,3.1404840064803423161 0
903,3.1427000729623366659 0
904,3.1404864592379317934 0
905,3.1426976256282026512 0
906,3.1404889011665790832 0
907,3.1426951890871528406 0
908,3.1404913323378416123 0
909,3.142692763267945999 0
910,3.1404937528226462007 0
911,3.1426903480999661689 0
912,3.1404961626912992756 0
913,3.1426879435132168972 0
914,3.1404985620134904245 0
915,3.1426855494383127976 0
916,3.1405009508583017208 0
917,3.1426831658064742214 0
918,3.1405033292942126089 0
919,3.1426807925495201523 0
920,3.1405056973891070093 0
921,3.1426784295998619889 0
922,3.1405080552102799807 0
923,3.1426760768904968835 0
924,3.1405104028244439363 0
925,3.1426737343550010806 0
926,3.1405127402977348616 0
927,3.1426714019275245882 0
928,3.1405150676957185318 0
929,3.1426690795427836278 0
930,3.1405173850833967286 0
931,3.1426667671360566381 0
932,3.1405196925252139017 0
933,3.1426644646431762808 0
934,3.1405219900850616099 0
935,3.1426621720005245564 0
936,3.1405242778262860703 0
937,3.1426598891450261419 0
938,3.1405265558116925995 0
939,3.1426576160141435068 0
940,3.1405288241035527186 0
941,3.142655352545870695 0
942,3.1405310827636081505 0
943,3.1426530986787275523 0
944,3.1405333318530783693 0
945,3.1426508543517548411 0
946,3.1405355714326645966 0
947,3.142648619504508023 0
948,3.1405378015625555754 0
949,3.1426463940770519301 0
950,3.1405400223024337869 0
951,3.1426441780099563239 0
952,3.1405422337114803355 0
953,3.1426419712442887899 0
954,3.1405444358483789458 0
955,3.142639773721611185 0
956,3.1405466287713235118 0
957,3.1426375853839738639 0
958,3.140548812538020762 0
959,3.1426354061739103507 0
960,3.1405509872056978082 0
961,3.1426332360344328976 0
962,3.1405531528311048106 0
963,3.1426310749090267116 0
964,3.1405553094705211947 0
965,3.1426289227416459582 0
966,3.1405574571797609806 0
967,3.1426267794767088759 0
968,3.1405595960141767797 0
969,3.1426246450590915593 0
970,3.1405617260286633474 0
971,3.1426225194341244062 0
972,3.1405638472776651327 0
973,3.142620402547588121 0
974,3.1405659598151793865 0
975,3.1426182943457079411 0
976,3.1405680636947597151 0
977,3.1426161947751487524 0
978,3.1405701589695222964 0
979,3.1426141037830124247 0
980,3.1405722456921498775 0
981,3.1426120213168311501 0
982,3.1405743239148953272 0
983,3.1426099473245643345 0
984,3.1405763936895874089 0
985,3.142607881754595045 0
986,3.1405784550676338895 0
987,3.1426058245557229043 0
988,3.1405805081000268686 0
989,3.1426037756771640908 0
990,3.1405825528373458866 0
991,3.1426017350685424567 0
992,3.1405845893297628102 0
993,3.1425997026798886402 0
994,3.1405866176270449408 0
995,3.14259767846163518 0
996,3.1405886377785612318 0
997,3.1425956623646125188 0
998,3.1405906498332840648 0
999,3.1425936543400441181 0
